1;8;2020;0;0;0;150
2;8;2020;0;0;2;152
3;8;2020;0;0;3;155
4;8;2020;0;0;6;161
5;8;2020;0;0;6;167
6;8;2020;0;0;6;173
7;8;2020;0;0;4;177
8;8;2020;0;0;0;177
9;8;2020;0;0;5;182
10;8;2020;0;0;3;185
11;8;2020;0;0;10;195
12;8;2020;0;0;8;203
13;8;2020;0;0;8;211
14;8;2020;0;0;0;211
15;8;2020;1;1;3;214
16;8;2020;0;1;0;214
17;8;2020;0;1;5;219
18;8;2020;0;1;5;224
19;8;2020;0;1;5;229
20;8;2020;0;1;8;237
21;8;2020;0;1;4;241
22;8;2020;0;1;0;241
23;8;2020;0;1;2;243
24;8;2020;0;1;12;255
25;8;2020;0;1;1;256
26;8;2020;0;1;13;269
27;8;2020;0;1;3;272
28;8;2020;0;1;4;276
29;8;2020;0;1;4;280
30;8;2020;0;1;0;280
31;8;2020;0;1;4;284
1;9;2020;0;1;6;290
2;9;2020;0;1;4;294
3;9;2020;0;1;2;296
4;9;2020;0;1;4;300
5;9;2020;0;1;4;304
6;9;2020;0;1;0;304
7;9;2020;0;1;4;308
8;9;2020;0;1;4;312
9;9;2020;0;1;1;313
10;9;2020;0;1;2;315
11;9;2020;0;1;5;320
12;9;2020;0;1;7;327
13;9;2020;0;1;1;328
14;9;2020;0;1;2;330
15;9;2020;0;1;5;335
16;9;2020;0;1;0;335
17;9;2020;0;1;9;344
18;9;2020;0;1;3;347
19;9;2020;0;1;4;351
20;9;2020;0;1;0;351
21;9;2020;0;1;4;355
22;9;2020;1;2;3;358
23;9;2020;0;2;2;360
24;9;2020;1;3;4;364
25;9;2020;0;3;10;374
26;9;2020;0;3;2;376
27;9;2020;0;3;1;377
28;9;2020;0;3;2;379
29;9;2020;0;3;3;382
30;9;2020;0;3;5;387
1;10;2020;0;3;4;391
2;10;2020;0;3;0;391
3;10;2020;0;3;6;397
4;10;2020;0;3;5;402
5;10;2020;0;3;7;409
6;10;2020;0;3;0;409
7;10;2020;0;3;6;415
8;10;2020;0;3;9;424
9;10;2020;0;3;4;428
10;10;2020;0;3;0;428
11;10;2020;0;3;3;431
12;10;2020;0;3;4;435
13;10;2020;0;3;0;435
14;10;2020;0;3;5;440
15;10;2020;0;3;5;445
16;10;2020;0;3;9;454
17;10;2020;0;3;10;464
18;10;2020;0;3;0;464
19;10;2020;0;3;3;467
20;10;2020;0;3;0;467
21;10;2020;0;3;9;476
22;10;2020;1;4;15;491
23;10;2020;0;4;4;495
24;10;2020;0;4;0;495
25;10;2020;0;4;13;508
26;10;2020;0;4;3;511
27;10;2020;0;4;8;519
28;10;2020;0;4;6;525
29;10;2020;0;4;9;534
30;10;2020;0;4;12;546
31;10;2020;0;4;5;551
1;11;2020;0;4;2;553
2;11;2020;0;4;0;553
3;11;2020;0;4;5;558
4;11;2020;0;4;9;567
5;11;2020;0;4;9;576
6;11;2020;0;4;3;579
7;11;2020;0;4;12;591
8;11;2020;0;4;1;592
9;11;2020;0;4;1;593
10;11;2020;0;4;9;602
11;11;2020;0;4;8;610
12;11;2020;0;4;3;613
13;11;2020;0;4;8;621
14;11;2020;0;4;12;633
15;11;2020;0;4;0;633
16;11;2020;0;4;1;634
17;11;2020;0;4;9;643
18;11;2020;0;4;7;650
19;11;2020;0;4;12;662
20;11;2020;0;4;24;686
21;11;2020;0;4;4;690
22;11;2020;0;4;0;690
23;11;2020;0;4;4;694
24;11;2020;0;4;14;708
25;11;2020;0;4;17;725
26;11;2020;0;4;19;744
27;11;2020;0;4;27;771
28;11;2020;0;4;0;771
29;11;2020;0;4;12;783
30;11;2020;0;4;5;788
1;12;2020;0;4;29;817
2;12;2020;0;4;35;852
3;12;2020;0;4;35;887
4;12;2020;0;4;24;911
5;12;2020;0;4;14;925
6;12;2020;0;4;9;934
7;12;2020;0;4;11;945
8;12;2020;0;4;52;997
9;12;2020;0;4;36;1033
10;12;2020;0;4;31;1064
11;12;2020;0;4;39;1103
12;12;2020;0;4;35;1138
13;12;2020;1;5;8;1146
14;12;2020;0;5;30;1176
15;12;2020;0;5;34;1210
16;12;2020;1;6;48;1258
17;12;2020;0;6;42;1300
18;12;2020;0;6;39;1339
19;12;2020;0;6;56;1395
20;12;2020;1;7;6;1401
21;12;2020;0;7;6;1407
22;12;2020;0;7;34;1441
23;12;2020;0;7;18;1459
24;12;2020;0;7;0;1459
25;12;2020;0;7;22;1481
26;12;2020;1;8;17;1498
27;12;2020;0;8;15;1513
28;12;2020;0;8;25;1538
29;12;2020;0;8;32;1570
30;12;2020;1;9;33;1603
31;12;2020;0;9;39;1642
1;1;2021;0;9;0;1642
2;1;2021;1;10;23;1665
3;1;2021;0;10;5;1670
4;1;2021;0;10;0;1670
5;1;2021;0;10;22;1692
6;1;2021;0;10;34;1726
7;1;2021;0;10;50;1776
8;1;2021;0;10;47;1823
9;1;2021;0;10;32;1855
10;1;2021;0;10;48;1903
11;1;2021;0;10;68;1971
12;1;2021;1;11;62;2033
13;1;2021;1;12;69;2102
14;1;2021;0;12;63;2165
15;1;2021;1;13;61;2226
16;1;2021;0;13;54;2280
17;1;2021;0;13;34;2314
18;1;2021;0;13;55;2369
19;1;2021;1;14;47;2416
20;1;2021;2;16;57;2473
21;1;2021;0;16;48;2521
22;1;2021;0;16;40;2561
23;1;2021;0;16;21;2582
24;1;2021;0;16;14;2596
25;1;2021;0;16;36;2632
26;1;2021;0;16;27;2659
27;1;2021;0;16;30;2689
28;1;2021;0;16;50;2739
29;1;2021;0;16;33;2772
30;1;2021;0;16;16;2788
31;1;2021;0;16;32;2820
1;2;2021;1;17;29;2849
2;2;2021;1;18;36;2885
3;2;2021;1;19;33;2918
4;2;2021;0;19;44;2962
5;2;2021;2;21;35;2997
6;2;2021;0;21;0;2997
7;2;2021;0;21;0;2997
8;2;2021;0;21;55;3052
9;2;2021;0;21;37;3089
10;2;2021;0;21;18;3107
11;2;2021;0;21;23;3130
12;2;2021;1;22;32;3162
13;2;2021;0;22;0;3162
14;2;2021;0;22;0;3162
15;2;2021;0;22;45;3207
16;2;2021;1;23;30;3237
17;2;2021;0;23;38;3275
18;2;2021;0;23;24;3299
19;2;2021;2;25;32;3331
20;2;2021;0;25;0;3331
21;2;2021;0;25;0;3331
22;2;2021;0;25;35;3366
23;2;2021;1;26;34;3400
24;2;2021;0;26;22;3422
25;2;2021;0;26;41;3463
26;2;2021;0;26;43;3506
27;2;2021;0;26;0;3506
28;2;2021;0;26;0;3506
1;3;2021;0;26;38;3544
2;3;2021;2;28;44;3588
3;3;2021;2;30;24;3612
4;3;2021;0;30;45;3657
5;3;2021;0;30;31;3688
6;3;2021;0;30;0;3688
7;3;2021;0;30;0;3688
8;3;2021;0;30;55;3743
9;3;2021;0;30;40;3783
10;3;2021;1;31;41;3824
11;3;2021;1;32;48;3872
12;3;2021;0;32;46;3918
13;3;2021;0;32;0;3918
14;3;2021;0;32;0;3918
15;3;2021;0;32;40;3958
16;3;2021;0;32;70;4028
17;3;2021;0;32;69;4097
18;3;2021;3;35;42;4139
19;3;2021;0;35;76;4215
20;3;2021;0;35;0;4215
21;3;2021;0;35;0;4215
22;3;2021;1;36;107;4322
23;3;2021;2;38;52;4374
24;3;2021;0;38;66;4440
25;3;2021;1;39;58;4498
26;3;2021;2;41;73;4571
27;3;2021;0;41;0;4571
28;3;2021;0;41;0;4571
29;3;2021;0;41;62;4633
30;3;2021;0;41;93;4726
31;3;2021;2;43;75;4801
1;4;2021;3;46;95;4896
2;4;2021;0;46;0;4896
3;4;2021;0;46;0;4896
4;4;2021;0;46;0;4896
5;4;2021;3;49;82;4978
6;4;2021;2;51;70;5048
7;4;2021;1;52;47;5095
8;4;2021;1;53;60;5155
9;4;2021;1;54;61;5216
10;4;2021;0;54;0;5216
11;4;2021;0;54;0;5216
12;4;2021;4;58;59;5275
13;4;2021;1;59;60;5335
14;4;2021;1;60;52;5387
15;4;2021;0;60;24;5411
16;4;2021;3;63;81;5492
17;4;2021;0;63;0;5492
18;4;2021;0;63;0;5492
19;4;2021;2;65;80;5572
20;4;2021;1;66;0;5572
21;4;2021;0;66;52;5624
22;4;2021;0;66;52;5676
23;4;2021;1;67;55;5731
24;4;2021;0;67;0;5731
25;4;2021;0;67;0;5731
26;4;2021;0;67;56;5787
27;4;2021;2;69;54;5841
28;4;2021;0;69;48;5889
29;4;2021;1;72;25;5914
30;4;2021;0;73;29;5943
1;5;2021;0;73;0;5943
2;5;2021;0;73;0;5943
3;5;2021;0;73;21;5964
4;5;2021;3;76;50;6014
5;5;2021;2;78;38;6052
6;5;2021;0;78;45;6097
